"npc_id","class_name","mesh_name","deco_effect","scale"
"34343","LineageNpc3.illusion_theodore","LineageNPCs3.illusion_theodore_m00","LineageEffect2.npc_stand_deco","1.0"
"34344","LineageMonster9.bv_monk","LineageMonsters9.bv_monk_m00","LineageEffect.u_npc_id_b","1.0"
"34346","LineageNpc3.illusion_theodore","LineageNPCs3.illusion_theodore_m00","LineageEffect2.npc_stand_deco","1.0"
"34347","LineageMonster2.Pet_Tiger_1Step","LineageMonsters2.baby_tiger_m00","LineageEffect2.npc_stand_deco","1.0"
"34348","LineageMonster2.Pet_Tiger_1Step","LineageMonsters2.baby_tiger_m00","LineageEffect2.npc_stand_deco","1.0"
"34349","LineageNPC2.tp_actor_firewood","LineageNPCs2.tp_actor_m00","LineageEffect.u_10th_event_num_deco","0.6"
"34358","LineageNpcEV.seal_of_awaken_60p","LineageNpcsEV.seal_m00","LineageEffect2.h_b_bigorc_deco","1.1"
"34364","LineageNPC5.ert_pontife_entourage_f_b","LineageNPCs5.ert_pontife_entourage_f_b_m00","LineageEffect.u_npc_id_b","0.0"
"34365","LineageNPC5.ert_pontife_entourage_f_b","LineageNPCs5.ert_pontife_entourage_f_b_m00","LineageEffect2.npc_stand_deco","0.0"
"34382","LineageNPC5.epic_freya_saiyan","LineageNpcs5.epic_freya_saiyan_m00","LineageEffect2.npc_stand_deco","1.0"
"34385","LineageNpc2.hanbok_fairy","Branch2.br_aga_han_m00","LineageEffect_br.br_e_aga_twinkles","3.0"
"34386","LineageNPC2.gracia_soldier","LineageNPCs2.gracia_soldier_m00","LineageEffect2.npc_stand_deco","1.0"
"34397","LineageNPC5.assassin_aclass","LineageNPCs5.Assassin_Aclass_m00","LineageEffect2.npc_stand_deco","1.5"
"34398","LineageNPC.a_traderD_Fhuman","LineageNPCs.a_traderD_Fhuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34399","LineageNPC5.epic_freya_kanna","LineageNpcs5.epic_freya_kanna_m00","LineageEffect2.npc_stand_deco","1.0"
"34400","LineageNPC.a_trader_Fdarkelf","LineageNPCs.a_trader_FDarkelf_m00","LineageEffect_br.br_e_aga_twinkles","1.5"
"34405","LineageMonster13.sp_summon_cat_mage_a","LineageMonsters14.sp_summon_cat_mage_m00","LineageEffect2.npc_stand_deco","1.0"
"34409","LineageNPC2.santa_claus_120p","LineageNPCs2.Santa_Claus_m00","LineageEffect_br.br_e_aga_twinkles","4.0"
"34411","LineageMonster13.Dethrone_Seo","LineageMonsters13.Dethrone_Seo_m00","LineageEffect2.npc_stand_deco","1.0"
"34412","LineageNPC5.ert_guildmaster_f_a","LineageNPCs5.ert_guildmaster_f_a_m00","LineageEffect2.npc_stand_deco","0.0"
"34413","LineageMonster5.glacia_tired_soldier","LineageMonsters5.glacia_tired_soldier_m00","LineageEffect2.npc_stand_deco","1.2"
"34417","LineageMonster13.fairy_civilian_a","LineageNPCs2.fairy_civilian_a","LineageEffect2.npc_stand_deco","1.0"
"34418","LineageNPC3.teleporter_cat_100p","LineageNPCs3.teleporter_cat_m00","LineageEffect2.npc_stand_deco","1.0"
"34419","LineageMonster6.genesis_bird_100p","LineageMonsters6.genesis_bird_m00","LineageEffect2.npc_stand_deco","1.0"
"34420","LineageNpc3.illusion_larcis","LineageNPCs3.illusion_larcis_m00","LineageEffect2.npc_stand_deco","1.0"
"34421","LineageNPC4.a_traderB_MHuman","LineageNPCs4.a_traderB_MHuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34422","LineageNPC.a_traderD_Fhuman","LineageNPCs.a_traderD_Fhuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34423","LineageNPC4.a_traderB_MHuman","LineageNPCs4.a_traderB_MHuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34424","LineageNPC3.illusion_lamiya","LineageNPCs3.illusion_lamiya_m00","LineageEffect_br.br_e_aga_twinkles","2.0"
"34428","LineageNPC4.a_patriarch_MElf","LineageNPCs4.a_patriarch_MElf_m00","LineageEffect.w_dimen_warp_deco","0.8"
"34428","LineageNPC4.a_patriarch_MElf","LineageNPCs4.a_patriarch_MElf_m00","LineageEffect.w_dimen_warp2_deco","1.0"
"34429","LineageNPC4.e_collector_teacher_MDwarf","LineageNPCs4.e_collector_teacher_MDwarf_m00","LineageEffect2.npc_stand_deco","1.0"
"34430","LineageNPC5.ev_oman_13f_guide","LineageNPCs5.ert_alchemy_f_a_m00","LineageEffect_br.br_e_aga_twinkles","1.5"
"34433","LineageNPC.a_mageguild_teacher_FHuman","LineageNPCs.a_mageguild_teacher_FHuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34434","LineageNPC.broadcasting_tower","LineageNpcs.castle_aden_controltower_jewel_m00","LineageEffect2.npc_stand_deco","1.0"
"34435","LineageMonster4.roaming_Msoul","LineageMonsters4.roaming_Msoul_m00","LineageEffect2.npc_stand_deco","1.0"
"34437","LineageNPC4.a_traderB_MHuman","LineageNPCs4.a_traderB_MHuman_m00","LineageEffect2.npc_stand_deco","1.0"
"34438","LineageMonster5.tr_hope_box","LineageMonsters5.bounded_mimic_m00","LineageEffect2.npc_stand_deco","1.0"
"34439","LineageMonster5.tr_hope_box","LineageMonsters5.bounded_mimic_m00","LineageEffect2.npc_stand_deco","1.3"
"34440","LineageMonster5.tr_hope_box","LineageMonsters5.bounded_mimic_m00","LineageEffect2.npc_stand_deco","1.6"
"34448","LineageNPC4.a_patriarch_MElf","LineageNPCs4.a_patriarch_MElf_m00","LineageEffect.w_dimen_warp_deco","0.8"
"34448","LineageNPC4.a_patriarch_MElf","LineageNPCs4.a_patriarch_MElf_m00","LineageEffect.w_dimen_warp2_deco","1.0"
"34452","LineageNPC.e_collector_master_MDwarf","LineageNPCs.e_collector_master_MDwarf_m00","LineageEffect2.npc_stand_deco","0.0"
"34454","LineageMonster13.fairy_civilian_a","LineageNPCs2.fairy_civilian_a","LineageEffect2.npc_stand_deco","1.0"
"34455","LineageNPC2.eva","LineageNPCs2.eva_m00","LineageEffect2.npc_stand_deco","1.0"
"34456","LineageNPC4.a_trader_FElf","LineageNPCs4.a_trader_FElf_m00","LineageEffect2.npc_stand_deco","1.0"
"34463","LineageMonster6.genesis_bird_100p","LineageMonsters6.genesis_bird_m00","LineageEffect2.npc_stand_deco","1.0"
"34475","LineageNPC5.ert_guildmaster_f_b","LineageNPCs5.ert_guildmaster_f_b_m00","LineageEffect2.npc_stand_deco","1.0"
"34480","LineageNPC2.santa_claus_120p","LineageNPCs2.Santa_Claus_m00","LineageEffect2.npc_stand_deco","1.0"
