step,t_hours,phase,isDay,sunDirX,sunDirY,sunDirZ,sunElevDeg,sunAzimDeg,moonDirX,moonDirY,moonDirZ,moonElevDeg,moonAzimDeg,sunCacheX,sunCacheY,sunCacheZ,moonCacheX,moonCacheY,moonCacheZ,sunLocX,sunLocY,sunLocZ,moonLocX,moonLocY,moonLocZ,sunDrawScale,moonDrawScale,sunScale,moonScale,sunModA,sunModB,sunModC,moonModA,moonModB,moonModC,moonR,moonG,moonB,moonHex,slopeSunAngle,azimuth,dramaticDiffuse
135,11.289199,1,1,0.603320,-0.398661,0.690706,43.686,-33.456,0.000000,-0.499889,0.866089,60.007,-90.000,-0.604136,0.398352,-0.690171,0.000000,-0.499889,0.866089,536.131,264295.906,24777.592,324.684,264557.812,24323.840,2.874285,4.500000,0.359034,0.000000,-0.647657,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
136,11.372822,1,1,0.591616,-0.403021,0.698258,44.287,-34.263,0.000000,-0.499889,0.866089,60.007,-90.000,-0.592482,0.402703,-0.697708,0.000000,-0.499889,0.866089,532.052,264294.406,24780.229,324.684,264557.812,24323.840,2.845714,4.500000,0.355450,0.000000,-0.633062,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
137,11.456446,1,1,0.579787,-0.407294,0.705662,44.883,-35.088,0.000000,-0.499889,0.866089,60.007,-90.000,-0.580703,0.406968,-0.705097,0.000000,-0.499889,0.866089,527.930,264292.906,24782.814,324.684,264557.812,24323.840,2.817143,4.500000,0.351867,0.000000,-0.618467,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
138,11.540070,1,1,0.567834,-0.411481,0.712916,45.473,-35.929,0.000000,-0.499889,0.866089,60.007,-90.000,-0.568801,0.411146,-0.712337,0.000000,-0.499889,0.866089,523.764,264291.438,24785.350,324.684,264557.812,24323.840,2.788571,4.500000,0.348283,0.000000,-0.603872,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
139,11.623693,1,1,0.555760,-0.415579,0.720017,46.056,-36.788,0.000000,-0.499889,0.866089,60.007,-90.000,-0.556779,0.415238,-0.719426,0.000000,-0.499889,0.866089,519.556,264290.000,24787.830,324.684,264557.812,24323.840,2.760000,4.500000,0.344699,0.000000,-0.589277,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
140,11.707317,1,1,0.543568,-0.419590,0.726965,46.633,-37.665,0.000000,-0.499889,0.866089,60.007,-90.000,-0.544639,0.419242,-0.726364,0.000000,-0.499889,0.866089,515.307,264288.594,24790.258,324.684,264557.812,24323.840,2.731429,4.500000,0.341115,0.000000,-0.574682,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
141,11.790941,1,1,0.531259,-0.423511,0.733759,47.202,-38.561,0.000000,-0.499889,0.866089,60.007,-90.000,-0.532384,0.423158,-0.733147,0.000000,-0.499889,0.866089,511.018,264287.250,24792.633,324.684,264557.812,24323.840,2.702857,4.500000,0.337531,0.000000,-0.560086,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
142,11.874564,1,1,0.518838,-0.427342,0.740396,47.765,-39.477,0.000000,-0.499889,0.866089,60.007,-90.000,-0.520016,0.426984,-0.739776,0.000000,-0.499889,0.866089,506.689,264285.906,24794.953,324.684,264557.812,24323.840,2.674286,4.500000,0.333947,0.000000,-0.545491,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
143,11.958188,1,1,0.506307,-0.431081,0.746875,48.320,-40.412,0.000000,-0.499889,0.866089,60.007,-90.000,-0.507538,0.430719,-0.746248,0.000000,-0.499889,0.866089,502.322,264284.594,24797.219,324.684,264557.812,24323.840,2.645714,4.500000,0.330363,0.000000,-0.530896,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
144,12.041813,1,1,0.493667,-0.434729,0.753196,48.868,-41.368,0.000000,-0.499889,0.866089,60.007,-90.000,-0.494953,0.434364,-0.752562,0.000000,-0.499889,0.866089,497.917,264283.312,24799.428,324.684,264557.812,24323.840,2.617143,4.500000,0.326779,0.000000,-0.516301,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
145,12.125436,1,1,0.480922,-0.438285,0.759355,49.407,-42.344,0.000000,-0.499889,0.866089,60.007,-90.000,-0.482263,0.437916,-0.758717,0.000000,-0.499889,0.866089,493.476,264282.062,24801.582,324.684,264557.812,24323.840,2.588571,4.500000,0.323196,0.000000,-0.501706,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
146,12.209059,1,1,0.468075,-0.441747,0.765354,49.938,-43.342,0.000000,-0.499889,0.866089,60.007,-90.000,-0.469472,0.441376,-0.764711,0.000000,-0.499889,0.866089,488.999,264280.875,24803.680,324.684,264557.812,24323.840,2.560000,4.500000,0.319612,0.000000,-0.487111,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
147,12.292683,1,1,0.455128,-0.445114,0.771189,50.461,-44.363,0.000000,-0.499889,0.866089,60.007,-90.000,-0.456580,0.444743,-0.770544,0.000000,-0.499889,0.866089,484.487,264279.688,24805.723,324.684,264557.812,24323.840,2.531428,4.500000,0.316028,0.000000,-0.472516,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
148,12.376307,1,1,0.442084,-0.448388,0.776859,50.974,-45.406,0.000000,-0.499889,0.866089,60.007,-90.000,-0.443593,0.448015,-0.776214,0.000000,-0.499889,0.866089,479.941,264278.531,24807.707,324.684,264557.812,24323.840,2.502857,4.500000,0.312444,0.000000,-0.457921,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
149,12.459930,1,1,0.428946,-0.451565,0.782365,51.478,-46.472,0.000000,-0.499889,0.866089,60.007,-90.000,-0.430511,0.451193,-0.781720,0.000000,-0.499889,0.866089,475.362,264277.438,24809.633,324.684,264557.812,24323.840,2.474286,4.500000,0.308860,0.000000,-0.443326,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
150,12.543554,1,1,0.415717,-0.454646,0.787703,51.971,-47.561,0.000000,-0.499889,0.866089,60.007,-90.000,-0.417338,0.454275,-0.787060,0.000000,-0.499889,0.866089,470.752,264276.344,24811.502,324.684,264557.812,24323.840,2.445714,4.500000,0.305276,0.000000,-0.428731,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
151,12.627178,1,1,0.402399,-0.457631,0.792874,52.455,-48.675,0.000000,-0.499889,0.866089,60.007,-90.000,-0.404078,0.457261,-0.792233,0.000000,-0.499889,0.866089,466.111,264275.312,24813.312,324.684,264557.812,24323.840,2.417143,4.500000,0.301692,0.000000,-0.414135,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
152,12.710801,1,1,0.388995,-0.460518,0.797876,52.928,-49.813,0.000000,-0.499889,0.866089,60.007,-90.000,-0.390731,0.460150,-0.797239,0.000000,-0.499889,0.866089,461.439,264274.281,24815.064,324.684,264557.812,24323.840,2.388571,4.500000,0.298109,0.000000,-0.399541,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
153,12.794424,1,1,0.375509,-0.463307,0.802708,53.389,-50.975,0.000000,-0.499889,0.866089,60.007,-90.000,-0.377302,0.462943,-0.802077,0.000000,-0.499889,0.866089,456.739,264273.312,24816.758,324.684,264557.812,24323.840,2.360000,4.500000,0.294525,0.000000,-0.384946,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
154,12.878050,1,1,0.361942,-0.465997,0.807369,53.840,-52.163,0.000000,-0.499889,0.866089,60.007,-90.000,-0.363793,0.465637,-0.806745,0.000000,-0.499889,0.866089,452.011,264272.375,24818.393,324.684,264557.812,24323.840,2.331429,4.500000,0.290941,0.000000,-0.370350,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
155,12.961673,1,1,0.348298,-0.468588,0.811858,54.278,-53.377,0.000000,-0.499889,0.866089,60.007,-90.000,-0.350207,0.468232,-0.811242,0.000000,-0.499889,0.866089,447.256,264271.469,24819.967,324.684,264557.812,24323.840,2.302857,4.500000,0.287357,0.000000,-0.355755,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
156,13.045296,1,1,0.334581,-0.471079,0.816174,54.704,-54.616,0.000000,-0.499889,0.866089,60.007,-90.000,-0.336547,0.470729,-0.815567,0.000000,-0.499889,0.866089,442.475,264270.594,24821.480,324.684,264557.812,24323.840,2.274286,4.500000,0.283773,0.000000,-0.341160,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
157,13.128920,1,1,0.320792,-0.473470,0.820316,55.116,-55.881,0.000000,-0.499889,0.866089,60.007,-90.000,-0.322816,0.473126,-0.819720,0.000000,-0.499889,0.866089,437.669,264269.750,24822.934,324.684,264557.812,24323.840,2.245714,4.500000,0.280189,0.000000,-0.326565,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
158,13.212543,1,1,0.306934,-0.475760,0.824284,55.516,-57.172,0.000000,-0.499889,0.866089,60.007,-90.000,-0.309017,0.475423,-0.823700,0.000000,-0.499889,0.866089,432.840,264268.938,24824.326,324.684,264557.812,24323.840,2.217143,4.500000,0.276605,0.000000,-0.311970,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
159,13.296167,1,1,0.293011,-0.477949,0.828076,55.902,-58.489,0.000000,-0.499889,0.866089,60.007,-90.000,-0.295152,0.477619,-0.827505,0.000000,-0.499889,0.866089,427.987,264268.188,24825.658,324.684,264557.812,24323.840,2.188571,4.500000,0.273021,0.000000,-0.297375,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
160,13.379791,1,1,0.279026,-0.480035,0.831691,56.273,-59.832,0.000000,-0.499889,0.866089,60.007,-90.000,-0.281225,0.479715,-0.831136,0.000000,-0.499889,0.866089,423.112,264267.438,24826.928,324.684,264557.812,24323.840,2.160000,4.500000,0.269437,0.000000,-0.282780,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
161,13.463415,1,1,0.264981,-0.482020,0.835130,56.629,-61.201,0.000000,-0.499889,0.866089,60.007,-90.000,-0.267238,0.481709,-0.834590,0.000000,-0.499889,0.866089,418.217,264266.750,24828.139,324.684,264557.812,24323.840,2.131428,4.500000,0.265854,0.000000,-0.268185,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
162,13.547038,1,1,0.250880,-0.483902,0.838390,56.971,-62.595,0.000000,-0.499889,0.866089,60.007,-90.000,-0.253195,0.483601,-0.837868,0.000000,-0.499889,0.866089,413.302,264266.094,24829.285,324.684,264557.812,24323.840,2.102857,4.500000,0.262270,0.000000,-0.253590,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
163,13.630661,1,1,0.236726,-0.485681,0.841472,57.296,-64.015,0.000000,-0.499889,0.866089,60.007,-90.000,-0.239098,0.485390,-0.840969,0.000000,-0.499889,0.866089,408.368,264265.469,24830.371,324.684,264557.812,24323.840,2.074286,4.500000,0.258686,0.000000,-0.238995,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
164,13.714287,1,1,0.222521,-0.487356,0.844375,57.605,-65.459,0.000000,-0.499889,0.866089,60.007,-90.000,-0.224951,0.487077,-0.843892,0.000000,-0.499889,0.866089,403.416,264264.875,24831.393,324.684,264557.812,24323.840,2.045714,4.500000,0.255102,0.000000,-0.224399,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
165,13.797910,1,1,0.208269,-0.488928,0.847098,57.897,-66.927,0.000000,-0.499889,0.866089,60.007,-90.000,-0.210756,0.488661,-0.846636,0.000000,-0.499889,0.866089,398.448,264264.312,24832.354,324.684,264557.812,24323.840,2.017143,4.500000,0.251518,0.000000,-0.209804,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
166,13.881533,1,1,0.193972,-0.490395,0.849640,58.173,-68.419,0.000000,-0.499889,0.866089,60.007,-90.000,-0.196517,0.490142,-0.849201,0.000000,-0.499889,0.866089,393.464,264263.781,24833.252,324.684,264557.812,24323.840,1.988571,4.500000,0.247934,0.000000,-0.195209,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
167,13.965157,1,1,0.179634,-0.491758,0.852001,58.430,-69.933,0.000000,-0.499889,0.866089,60.007,-90.000,-0.182236,0.491519,-0.851587,0.000000,-0.499889,0.866089,388.466,264263.312,24834.086,324.684,264557.812,24323.840,1.960000,4.500000,0.244350,0.000000,-0.180614,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
168,14.048780,1,1,0.165257,-0.493016,0.854181,58.669,-71.469,0.000000,-0.499889,0.866089,60.007,-90.000,-0.167916,0.492792,-0.853792,0.000000,-0.499889,0.866089,383.454,264262.875,24834.859,324.684,264557.812,24323.840,1.931428,4.500000,0.240767,0.000000,-0.166019,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
169,14.132404,1,1,0.150846,-0.494169,0.856179,58.890,-73.025,0.000000,-0.499889,0.866089,60.007,-90.000,-0.153561,0.493960,-0.855817,0.000000,-0.499889,0.866089,378.430,264262.469,24835.566,324.684,264557.812,24323.840,1.902857,4.500000,0.237183,0.000000,-0.151424,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
170,14.216028,1,1,0.136402,-0.495217,0.857994,59.092,-74.600,0.000000,-0.499889,0.866089,60.007,-90.000,-0.139173,0.495024,-0.857661,0.000000,-0.499889,0.866089,373.394,264262.094,24836.213,324.684,264557.812,24323.840,1.874286,4.500000,0.233599,0.000000,-0.136829,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
171,14.299652,1,1,0.121930,-0.496159,0.859627,59.275,-76.193,0.000000,-0.499889,0.866089,60.007,-90.000,-0.124756,0.495984,-0.859323,0.000000,-0.499889,0.866089,368.348,264261.750,24836.795,324.684,264557.812,24323.840,1.845714,4.500000,0.230015,0.000000,-0.122234,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
172,14.383275,1,1,0.107431,-0.496996,0.861077,59.438,-77.803,0.000000,-0.499889,0.866089,60.007,-90.000,-0.110312,0.496838,-0.860804,0.000000,-0.499889,0.866089,363.293,264261.438,24837.312,324.684,264557.812,24323.840,1.817143,4.500000,0.226431,0.000000,-0.107639,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
173,14.466898,1,1,0.092910,-0.497727,0.862343,59.581,-79.426,0.000000,-0.499889,0.866089,60.007,-90.000,-0.092950,0.497725,-0.862340,0.000000,-0.499889,0.866089,357.216,264261.125,24837.850,324.684,264557.812,24323.840,1.782857,4.500000,0.222847,0.000000,-0.093044,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
174,14.550524,1,1,0.078368,-0.498352,0.863426,59.703,-81.063,0.000000,-0.499889,0.866089,60.007,-90.000,-0.078459,0.498348,-0.863419,0.000000,-0.499889,0.866089,255.663,264164.719,24741.217,228.203,264461.625,24226.828,1.754286,4.500000,0.219263,0.000000,-0.078448,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
175,14.634147,1,1,0.063810,-0.498871,0.864324,59.806,-82.711,0.000000,-0.499889,0.866089,60.007,-90.000,-0.063952,0.498866,-0.864316,0.000000,-0.499889,0.866089,347.067,264260.750,24838.543,324.684,264557.812,24323.840,1.725714,4.500000,0.215679,0.000000,-0.063853,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
176,14.717770,1,1,0.049239,-0.499283,0.865039,59.887,-84.368,0.000000,-0.499889,0.866089,60.007,-90.000,-0.049431,0.499278,-0.865031,0.000000,-0.499889,0.866089,341.984,264260.594,24838.791,324.684,264557.812,24323.840,1.697143,4.500000,0.212096,0.000000,-0.049258,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
177,14.801394,1,1,0.034656,-0.499589,0.865569,59.948,-86.032,0.000000,-0.499889,0.866089,60.007,-90.000,-0.034899,0.499585,-0.865562,0.000000,-0.499889,0.866089,240.418,264164.312,24741.967,228.203,264461.625,24226.828,1.668571,4.500000,0.208512,0.000000,-0.034663,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
178,14.885017,1,1,0.020067,-0.499789,0.865915,59.987,-87.701,0.000000,-0.499889,0.866089,60.007,-90.000,-0.020361,0.499786,-0.865910,0.000000,-0.499889,0.866089,331.810,264260.406,24839.100,324.684,264557.812,24323.840,1.640000,4.500000,0.204928,0.000000,-0.020068,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
179,14.968641,1,1,0.005473,-0.499882,0.866076,60.006,-89.373,0.000000,-0.499889,0.866089,60.007,-90.000,-0.005818,0.499881,-0.866075,0.000000,-0.499889,0.866089,326.720,264260.375,24839.158,324.684,264557.812,24323.840,1.611428,4.500000,0.201344,0.000000,-0.005473,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
180,15.052265,1,1,-0.009122,-0.499869,0.866053,60.003,-91.045,0.000000,-0.499889,0.866089,60.007,-90.000,0.008727,0.499870,-0.866056,0.000000,-0.499889,0.866089,321.629,264260.375,24839.150,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.009122,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
181,15.135889,1,1,-0.023715,-0.499749,0.865846,59.979,-92.717,0.000000,-0.499889,0.866089,60.007,-90.000,0.023269,0.499754,-0.865855,0.000000,-0.499889,0.866089,316.539,264260.438,24839.080,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.023717,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
182,15.219512,1,1,-0.038303,-0.499522,0.865454,59.935,-94.385,0.000000,-0.499889,0.866089,60.007,-90.000,0.037806,0.499532,-0.865470,0.000000,-0.499889,0.866089,311.451,264260.500,24838.945,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.038312,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
183,15.303135,1,1,-0.052882,-0.499190,0.864878,59.869,-96.047,0.000000,-0.499889,0.866089,60.007,-90.000,0.052336,0.499204,-0.864902,0.000000,-0.499889,0.866089,306.366,264260.625,24838.746,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.052907,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
184,15.386761,1,1,-0.067451,-0.498751,0.864117,59.782,-97.702,0.000000,-0.499889,0.866089,60.007,-90.000,0.066854,0.498771,-0.864152,0.000000,-0.499889,0.866089,301.285,264260.781,24838.484,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.067502,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
185,15.470384,1,1,-0.082005,-0.498206,0.863172,59.675,-99.347,0.000000,-0.499889,0.866089,60.007,-90.000,0.081359,0.498232,-0.863218,0.000000,-0.499889,0.866089,296.208,264260.969,24838.158,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.082098,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
186,15.554007,1,1,-0.096542,-0.497554,0.862044,59.547,-100.981,0.000000,-0.499889,0.866089,60.007,-90.000,0.095846,0.497588,-0.862102,0.000000,-0.499889,0.866089,291.138,264261.188,24837.768,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.096692,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
187,15.637630,1,1,-0.111058,-0.496797,0.860732,59.399,-102.601,0.000000,-0.499889,0.866089,60.007,-90.000,0.110313,0.496838,-0.860803,0.000000,-0.499889,0.866089,286.074,264261.438,24837.312,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.111288,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
188,15.721254,1,1,-0.125550,-0.495934,0.859236,59.231,-104.206,0.000000,-0.499889,0.866089,60.007,-90.000,0.124756,0.495984,-0.859323,0.000000,-0.499889,0.866089,184.538,264165.562,24739.783,228.203,264461.625,24226.828,1.600000,4.500000,0.200000,0.000000,0.125883,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
189,15.804878,1,1,-0.140016,-0.494965,0.857558,59.043,-105.795,0.000000,-0.499889,0.866089,60.007,-90.000,0.139173,0.495024,-0.857661,0.000000,-0.499889,0.866089,275.973,264262.094,24836.213,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.140478,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
190,15.888502,1,1,-0.154452,-0.493891,0.855696,58.837,-107.366,0.000000,-0.499889,0.866089,60.007,-90.000,0.153561,0.493960,-0.855817,0.000000,-0.499889,0.866089,270.937,264262.469,24835.566,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.155073,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
191,15.972126,1,1,-0.168855,-0.492711,0.853653,58.611,-108.917,0.000000,-0.499889,0.866089,60.007,-90.000,0.167916,0.492792,-0.853792,0.000000,-0.499889,0.866089,265.913,264262.875,24834.859,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.169668,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
192,16.055748,1,1,-0.183222,-0.491427,0.851428,58.367,-110.447,0.000000,-0.499889,0.866089,60.007,-90.000,0.182235,0.491519,-0.851587,0.000000,-0.499889,0.866089,260.901,264263.312,24834.086,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.184263,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
193,16.139372,1,1,-0.197550,-0.490038,0.849021,58.105,-111.956,0.000000,-0.499889,0.866089,60.007,-90.000,0.196517,0.490142,-0.849201,0.000000,-0.499889,0.866089,255.903,264263.781,24833.252,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.198858,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
194,16.222998,1,1,-0.211836,-0.488544,0.846434,57.826,-113.442,0.000000,-0.499889,0.866089,60.007,-90.000,0.210756,0.488661,-0.846636,0.000000,-0.499889,0.866089,250.919,264264.312,24832.354,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.213453,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
195,16.306622,1,1,-0.226077,-0.486947,0.843666,57.529,-114.904,0.000000,-0.499889,0.866089,60.007,-90.000,0.224951,0.487077,-0.843892,0.000000,-0.499889,0.866089,245.951,264264.875,24831.393,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.228049,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
196,16.390244,1,1,-0.240269,-0.485246,0.840718,57.216,-116.342,0.000000,-0.499889,0.866089,60.007,-90.000,0.239098,0.485390,-0.840969,0.000000,-0.499889,0.866089,240.999,264265.469,24830.371,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.242643,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
197,16.473867,1,1,-0.254411,-0.483441,0.837592,56.887,-117.756,0.000000,-0.499889,0.866089,60.007,-90.000,0.253195,0.483600,-0.837868,0.000000,-0.499889,0.866089,236.065,264266.094,24829.285,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.257239,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
198,16.557491,1,1,-0.268498,-0.481534,0.834287,56.542,-119.144,0.000000,-0.499889,0.866089,60.007,-90.000,0.267238,0.481709,-0.834590,0.000000,-0.499889,0.866089,134.669,264170.562,24731.127,228.203,264461.625,24226.828,1.600000,4.500000,0.200000,0.000000,0.271834,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
199,16.641115,1,1,-0.282528,-0.479523,0.830804,56.181,-120.506,0.000000,-0.499889,0.866089,60.007,-90.000,0.281225,0.479715,-0.831136,0.000000,-0.499889,0.866089,226.255,264267.438,24826.928,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.286429,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
200,16.724739,1,1,-0.296498,-0.477411,0.827144,55.806,-121.843,0.000000,-0.499889,0.866089,60.007,-90.000,0.295152,0.477619,-0.827505,0.000000,-0.499889,0.866089,221.380,264268.188,24825.658,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.301024,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
201,16.808363,1,1,-0.310405,-0.475197,0.823308,55.417,-123.153,0.000000,-0.499889,0.866089,60.007,-90.000,0.309017,0.475423,-0.823700,0.000000,-0.499889,0.866089,216.528,264268.938,24824.326,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.315619,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
202,16.891987,1,1,-0.324245,-0.472882,0.819297,55.014,-124.438,0.000000,-0.499889,0.866089,60.007,-90.000,0.322816,0.473126,-0.819720,0.000000,-0.499889,0.866089,211.698,264269.750,24822.934,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.330214,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
203,16.975609,1,1,-0.338017,-0.470466,0.815111,54.598,-125.696,0.000000,-0.499889,0.866089,60.007,-90.000,0.336548,0.470729,-0.815567,0.000000,-0.499889,0.866089,206.892,264270.594,24821.480,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.344809,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
