# умение -> визуальный эффект. LineageSkillEffect.u, клиент High Five rev.268 (EN)
# skill_id: поле SkillID класса l2_<id>_skill, оно же skill_visual_effect из skillgrp.dat.
#   у 98 классов поле в дефолтах не задано - там id взят из имени класса.
# phase: массив, в котором лежит запись. attach_on: 0 None 1 Location 2 RH 3 LH 4 RA 5 LA
#   6 Wing 7 BoneSpecified 8 AliasSpecified 9 Trail 10 Agathion; пусто = не задан (дефолт 0).
# пустой effect_class = у записи нет EffectClass (30 таких на весь пакет).
skill_id	phase	effect_class	attach_on	bone	spawn_delay	scale	on_target
5515	ShotAction	LineageEffect.el_wind_strike_ta	9			1	
5516	CastingAction	LineageEffect.e_u849_sword_ca	9			1.5	
5516	ShotAction	LineageEffect.e_u852_naia_ta	9				
5516	ShotAction	LineageEffect.sp_decay_ta	9			1	
5517	CastingAction	LineageEffect.e_u853_naia_ca	9				
5528	CastingAction	LineageEffect.e_u528_ta_bigsize_b	9				
5528	CastingAction	LineageEffect.el_flame_strike_ta					
5530	CastingAction	LineageEffect.s_u820_magic_ca	9			1	
5530	ShotAction	LineageEffect.s_u820_range_ta_b	9				
5532	CastingAction	LineageEffect.e_u535_bereth_summon_ca	9			0.3	
5532	ShotAction	LineageEffect.e_u535_bereth_summon_ta	9			0.4	
5532	ShotAction	LineageEffect.e_u535_bereth_summon_ca	9			0.3	
5533	CastingAction	LineageEffect.e_u818_bereth_selfbomb	9			0.4	
5541	CastingAction	LineageEffect.wh_heal_ca	9				
5541	CastingAction	LineageEffect.wh_heal_ca	10	bip01			
5541	ShotAction	LineageEffect.wh_resurrection_ta	9				
5541	ShotAction	LineageEffect.wh_resurrection_ta	9				
5565	CastingAction	LineageEffect.m_u018_b	9			1	
5567	CastingAction	LineageEffect.el_flame_strike_ta	9			1	
5568	CastingAction	LineageEffect.el_ice_bolt_ta	9			1	
5569	CastingAction	LineageEffect.el_hurricane_ta	9			1	
5573	CastingAction	LineageEffect.mo_war_cry_ta	9			1	
5577	CastingAction	LineageEffect.wh_heal_ta	9			1	
5577	CastingAction	LineageEffect.wh_heal_ta	9			1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		5	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		10	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		15	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		20	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		25	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		30	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		35	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		40	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		45	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		50	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		55	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		60	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		65	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		70	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		75	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		80	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		85	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		90	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		95	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		100	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		105	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		110	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		115	1	
5577	CastingAction	LineageEffect.wh_heal_ta	9		120	1	
5577	ShotAction	LineageEffect.wh_heal_ta	9			1	
5619	CastingAction	LineageEffect.ch_gourd_death_long	9			1	
5619	CastingAction	LineageEffect.at_fatal_strike_ca	9			1.2	
5619	CastingAction	LineageEffect.mo_battle_roar_ca	9			1.2	
5623	CastingAction	LineageEffect.e_u308_ca	9				
5623	ShotAction	LineageEffect.e_u308_ta	9				
5623	ShotAction	LineageEffect.e_u307_ta_c	9			2	
5623	ShotAction	LineageEffect.e_u307_ta_c	9		10	2	
5624	CastingAction	LineageEffect.e_u307_ca_b	9				
5624	ShotAction	LineageEffect.e_u307_ta_b	9				
5625	CastingAction	LineageEffect.e_u307_ca_a	9			0.4	
5625	ShotAction	LineageEffect.e_u307_ta_a	9				
5656	CastingAction	LineageEffect.e_u309_ca_a	9			1	
5656	ShotAction	LineageEffect.e_u309_ta	9				
5657	CastingAction	LineageEffect.e_u309_ca_b	9				
5657	ShotAction	LineageEffect.e_u309_fl					
5657	ExplosionAction	LineageEffect.e_u309_ta	9				
5658	CastingAction	LineageEffect.e_u309_ca_b	9			1	
5658	ShotAction	LineageEffect.e_u309_fl					
5658	ExplosionAction	LineageEffect.e_u309_ta	9				
5658	ExplosionAction	LineageEffect.e_u309_ra	9				
5662	CastingAction	LineageEffect.s_u608_abdead	9				
5665	CastingAction	LineageEffect.at_shield_stun_ta	9				
5668	CastingAction	LineageEffect.bl_curse_poison_ta	9				
5673	ShotAction	LineageEffect.at_shield_stun_ta	9				
5674	CastingAction	LineageEffect.su_death_whisper_ta	9				
5675	CastingAction	LineageEffect.su_haste_ta	9				
5676	CastingAction	LineageEffect.s_u204_mana	9				
5679	CastingAction	LineageEffect.e_u308_trap_ca	9				
5679	ShotAction	LineageEffect.e_u308_trap	9				
5681	CastingAction	LineageEffect.wh_cure_poison_ta	9				
5682	CastingAction	LineageEffect.su_detection_ta	9				
5683	CastingAction	LineageEffect.m_u018_b	9				
5685	CastingAction	LineageEffect.su_acumen_ta	9				
5686	CastingAction	LineageEffect.mo_rapid_shot_ca	9				
5689	CastingAction	LineageEffect.mo_reflect_damage_ta	9				
5690	CastingAction	LineageEffect.mo_war_cry_ta	9			1	
5702	CastingAction	LineageEffect.e_u311_area	9				
5702	ShotAction	LineageEffect.e_u311_ra	9				
5702	ShotAction	LineageEffect.e_u311_ra	9		0.5		
5703	CastingAction	LineageEffect.s_u010_a	9				
5703	ShotAction	LineageEffect.s_u834_ta	9				
5705	CastingAction	LineageEffect.e_u833_fire_trap	9			1.3	
5705	CastingAction	LineageEffect.e_u833_fire_trap	9		0.6		
5705	CastingAction	LineageEffect.s_u524_ta	9				
5708	CastingAction	LineageEffect.e_u314_ca	9			1	
5708	CastingAction	LineageEffect.e_u314_pr	9				
5708	ShotAction	LineageEffect.e_u314_fl					
5708	ExplosionAction	LineageEffect.bl_curse_poison_ta	9				
5708	ExplosionAction	LineageEffect.e_u314_ra	9			1.8	
5709	CastingAction	LineageEffect.el_aqua_swirl_ca	9			1.2	
5709	ShotAction	LineageEffect.el_aqua_swirl_fl				0.5	
5709	ExplosionAction	LineageEffect.el_aqua_swirl_ta	9				
5710	CastingAction	LineageEffect.e_u849_darion_slam_ta	9			0.3	
5710	CastingAction	LineageEffect.at_fatal_strike_ca	9			0.6	
5710	CastingAction	LineageEffect.s_u010_b	2				
5710	ShotAction	LineageEffect.mo_war_cry_ta	9			1	
5710	ShotAction	LineageEffect.s_u015_b	9				
5711	CastingAction	LineageEffect.e_u098_ca	9			0.3	
5711	ShotAction	LineageEffect.e_u098_ta	9			0.3	
5712	CastingAction	LineageEffect.s_u806_ca	9			1	
5712	ChannelingAction	LineageEffect.s_u806_channeling_mesh	9				
5712	ChannelingAction	LineageEffect.s_u806_ta	9			0.5	
5712	ChannelingAction	LineageEffect.s_u806_channeling_beam	9				
5714	CastingAction	LineageEffect.e_u060_b	9			0.5	
5714	CastingAction	LineageEffect.s_u807_ta	9			0.2	
5714	CastingAction	LineageEffect.s_u524_ta	9				
5715	CastingAction	LineageEffect.e_u315_ra	9		1.1	0.18	
5715	ShotAction	LineageEffect.e_u827_ta	9			1.3	
5716	ShotAction	LineageEffect.at_shield_stun_ta	9				
5716	ShotAction	LineageEffect.e_u827_ta	9			1.3	
5717	ShotAction	LineageEffect.e_u105_fl				0.2	
5717	ExplosionAction	LineageEffect.e_u106_ta	9				
5718	CastingAction	LineageEffect.mo_war_cry_ca	9			0.4	
5720	CastingAction	LineageEffect.s_u821_ca	9			0.8	
5720	CastingAction	LineageEffect.e_u309_dc_b	9			0.8	
5720	ShotAction	LineageEffect.e_u821_dc	9			1	
5720	ShotAction	LineageEffect.e_u309_dc	9			1	
5720	ShotAction	LineageEffect.s_u814_ta_d	9			2	
5721	CastingAction	LineageEffect.at_fatal_strike_ca	9			0.6	
5721	CastingAction	LineageEffect.e_u309_dc_b	9			0.8	
5721	ShotAction	LineageEffect.s_u810_trail	9			1	
5721	ShotAction	LineageEffect.s_u820_range_ta_b	9			1	
5721	ShotAction	LineageEffect.s_u814_ta_d	9			2	
5722	CastingAction	LineageEffect.at_fatal_strike_ca	9			0.6	
5722	ShotAction	LineageEffect.s_u814_ta_d	9			2	
5722	ShotAction	LineageEffect.s_u015_b	9				
5723	CastingAction	LineageEffect.mo_war_cry_ta	9		0.9	1	
5723	CastingAction	LineageEffect.mo_war_cry_ta	9		1.1	1	
5723	CastingAction	LineageEffect.mo_war_cry_ta	9		1.3	1	
5723	CastingAction	LineageEffect.mo_war_cry_ta	9		1.5	1.2	
5723	CastingAction	LineageEffect.mo_war_cry_ta	9		1.7	1.4	
5723	CastingAction	LineageEffect.e_u309_dc_b	9			0.7	
5723	ShotAction	LineageEffect.s_u015_b	9				
5725	CastingAction	LineageEffect.s_u820_crate_ca_a	9			0.8	
5725	CastingAction	LineageEffect.e_u309_dc_b	9			0.8	
5725	ShotAction	LineageEffect.s_u001_b	9			0.7	
5725	ShotAction	LineageEffect.e_u309_dc	9			1	
5725	ShotAction	LineageEffect.s_u814_ta_d	9			2	
5726	CastingAction	LineageEffect.mo_war_cry_ta	9		0.8	0.6	
5726	CastingAction	LineageEffect.mo_war_cry_ta	9		1.25	0.8	
5726	CastingAction	LineageEffect.e_u309_dc_b	9			0.7	
5726	ShotAction	LineageEffect.s_u015_b	9				
5727	CastingAction	LineageEffect.at_fatal_strike_ca	9			0.6	
5727	CastingAction	LineageEffect.s_u820_crate_ca_a	9			0.8	
5727	ShotAction	LineageEffect.s_u810_trail	9			1	
5727	ShotAction	LineageEffect.s_u814_ta_d	9			2	
5730	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
5730	CastingAction	LineageEffect.el_flame_strike_pr	9			0.7	
5730	ShotAction	LineageEffect.el_flame_strike_fl				0.5	
5730	ExplosionAction	LineageEffect.s_u524_ta	9				
5732	CastingAction	LineageEffect.m_u809_spec_ca	9			0.5	
5732	CastingAction	LineageEffect.el_flame_strike_pr	9			0.6	
5732	ShotAction	LineageEffect.el_flame_strike_fl				0.6	
5732	ExplosionAction	LineageEffect.el_flame_strike_ta	9				
5732	ExplosionAction	LineageEffect.el_flame_strike_ra	9				
5734	CastingAction	LineageEffect.el_wind_strike_ca	9			1	
5734	CastingAction	LineageEffect.el_wind_strike_pr	9			0.7	
5734	CastingAction	LineageEffect.el_wind_strike_pr	9		0.3	0.7	
5734	CastingAction	LineageEffect.el_wind_strike_pr	9		0.6	0.7	
5734	CastingAction	LineageEffect.el_wind_strike_pr	9		0.9	0.7	
5734	ShotAction	LineageEffect.el_wind_strike_fl				0.6	
5734	ShotAction	LineageEffect.el_wind_strike_fl				0.6	
5734	ShotAction	LineageEffect.el_wind_strike_fl				0.6	
5734	ShotAction	LineageEffect.el_wind_strike_fl				0.6	
5734	ExplosionAction	LineageEffect.el_wind_strike_ta	9				
5738	CastingAction	LineageEffect.e_u310_ca	9			0.5	
5738	ShotAction	LineageEffect.e_u310_ta	9			1	
5738	ShotAction	LineageEffect.e_u315_dc	9			0.6	
5738	ShotAction	LineageEffect.s_u015_b	9				
5740	CastingAction	LineageEffect.wh_heal_ca	9			1	
5740	ShotAction	LineageEffect.wh_greater_heal_ta	9			1	
5741	CastingAction	LineageEffect.wh_heal_ca	9			1	
5741	ShotAction	LineageEffect.m_u052_recharge_ta	9			1	
5744	ShotAction	LineageEffect.wh_holy_weapon_ta	9			1	
5744	ShotAction	LineageEffect.wh_holy_weapon_ta	9		1.2	1	
5744	ShotAction	LineageEffect.wh_holy_weapon_ta	9		2.4	1	
5744	ShotAction	LineageEffect.wh_holy_weapon_ta	9		3.6	1	
5746	CastingAction	LineageEffect.at_fatal_strike_ca	9			1	
5746	CastingAction	LineageEffect.at_fatal_strike_ta	9		0.5		
5746	ShotAction	LineageEffect.s_u015_b	9		0.05		
5749	CastingAction	LineageEffect.s_u023_lightening_ca	9			1.5	
5749	ShotAction	LineageEffect.el_aqua_swirl_fl				1.5	
5749	ExplosionAction	LineageEffect.at_shield_stun_ta	9			1.5	
5751	CastingAction	LineageEffect.at_shield_stun_ca	9			1.8	
5751	ShotAction	LineageEffect.e_u315_el_ta	9			0.6	
5751	ShotAction	LineageEffect.e_u063_a	9			0.6	
5751	ShotAction	LineageEffect.at_shield_stun_ta	9				
5752	CastingAction	LineageEffect.s_u023_lightening_ca	9			1	
5752	ShotAction	LineageEffect.el_aqua_swirl_fl				1	
5752	ExplosionAction	LineageEffect.at_shield_stun_ta	9			1.5	
5754	CastingAction	LineageEffect.e_u311_ca	9				
5754	CastingAction	LineageEffect.e_u311_area	9				
5754	ShotAction	LineageEffect.e_u311_area	9				
5755	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
5756	CastingAction	LineageEffect.su_summon_a_ca	9				
5761	CastingAction	LineageEffect.at_fatal_strike_ca	9			0.4	
5761	CastingAction	LineageEffect.s_u010_b	2				
5761	CastingAction	LineageEffect.s_u010_b	3				
5761	CastingAction	LineageEffect.ph_howl_ca	9				
5761	CastingAction	LineageEffect.ph_howl_ca	9				
5761	CastingAction	LineageEffect.ph_howl_ca	9				
5761	ShotAction	LineageEffect.s_u804_a_ta	9				
5761	ShotAction	LineageEffect.s_u804_a_ta	9			0.5	
5761	ShotAction	LineageEffect.s_u804_a_ta	9				
5761	ShotAction	LineageEffect.at_shield_stun_ta	9				
5761	ShotAction	LineageEffect.s_u820_magic_fl				1.5	
5761	ExplosionAction	LineageEffect.s_u804_a_ta	9			0.5	
5762	CastingAction	LineageEffect.wh_bless_the_body_ta	9				
5763	CastingAction	LineageEffect.e_u300_aga_love	9		1.4		
5764	CastingAction	LineageEffect.bl_berserker_spirit_ca	9			1	
5764	ShotAction	LineageEffect.m_u018_b	9				
5767	CastingAction	LineageEffect.el_hurricane_pr	9			1.3	
5767	ShotAction	LineageEffect.el_hurricane_ta	9			1.7	
5767	ShotAction	LineageEffect.el_wind_strike_ta	9				
5780	CastingAction	LineageEffect.e_u403_ca	7	Bip01 Spine		1	
5780	ShotAction	LineageEffect.e_u403_drain					
5781	CastingAction	LineageEffect.e_u625_lindvior_trail	7	Stand_mast		1	
5781	CastingAction	LineageEffect.e_u624_wind_middle	7	Bip01 Spine	4		
5781	CastingAction	LineageEffect.e_u624_wind_middle	7	Bip01 Spine	7		
5781	CastingAction	LineageEffect.e_u624_wind_short	7	Bip01 Spine	9		
5781	CastingAction	LineageEffect.e_u622_lindvior_dust			11.5		
5781	CastingAction	LineageEffect.e_u622_lindvior_dust			14		
5781	CastingAction	LineageEffect.e_u622_lindvior_dust			16.5		
5781	CastingAction	LineageEffect.e_u622_lindvior_dust			9		
5782	CastingAction	LineageEffect.e_u623_lindvior_breath	7	Bip01 head	4.9		
5782	CastingAction	LineageEffect.e_u623_lindvior_breath	7	Bip01 head	5.4		
5782	CastingAction	LineageEffect.e_u623_lindvior_ta	9		5.5		
5782	CastingAction	LineageEffect.e_u623_lindvior_ta	9		6.5		
5783	CastingAction	LineageEffect.e_u622_lindvior_dust					
5783	CastingAction	LineageEffect.e_u622_lindvior_dust			1.5		
5783	CastingAction	LineageEffect.e_u622_lindvior_dust			3.5		
5783	CastingAction	LineageEffect.e_u622_lindvior_dust			4.5		
5783	CastingAction	LineageEffect.e_u622_lindvior_dust			5.7		
5783	CastingAction	LineageEffect.e_u621_lindvior_gate	9		14		
5786	CastingAction	LineageEffect.s_u604_ta_a	9		9.8	1.5	
5786	CastingAction	LineageEffect.e_u617_tran_ca	9		19		
5786	CastingAction	LineageEffect.e_u619_echmus_f			7.4		
5786	CastingAction	LineageEffect.e_u619_echmus_f			7.5		
5786	CastingAction	LineageEffect.e_u619_echmus_f			7.6		
5786	ShotAction	LineageEffect.e_u617_tran_ta	9			0.2	
5787	CastingAction	LineageEffect.e_u618_echmus_ae	7	Bip01 Spine			
5787	CastingAction	LineageEffect.e_u602_echmus_ca	7	Bip01 L Hand	5	0.1	
5788	CastingAction	LineageEffect.e_u614_ca	7	Bip01 Spine		0.4	
5788	CastingAction	LineageEffect.e_u614_fan	9		1.7		
5790	CastingAction	LineageEffect.e_u619_echmus_ae	7	Bip01 Spine			
5791	CastingAction	LineageEffect.e_u620_hound	9			0.2	
5791	CastingAction	LineageEffect.e_u619_blood_b	9		0.9		
5791	CastingAction	LineageEffect.e_u619_blood_b	9		0.9		
5791	CastingAction	LineageEffect.e_u619_blood_b	9		1.05		
5791	CastingAction	LineageEffect.e_u619_blood_b	9		1.05		
5792	CastingAction	LineageEffect.e_u102_spawn	9				
5793	CastingAction	LineageEffect.e_u102_airspawn	9			0.4	
5794	CastingAction	LineageEffect.e_u601_ca	7	Bone25			
5794	CastingAction	LineageEffect.e_u601_ra	7	Bone25	1.85		
5794	ShotAction	LineageEffect.e_u603_ta_a	9				
5795	CastingAction	LineageEffect.e_u602_ca	9		0.6		
5795	ShotAction	LineageEffect.e_u602_fl					
5795	ExplosionAction	LineageEffect.e_u602_ta	9				
5796	CastingAction	LineageEffect.e_u603_ca	9				
5796	ShotAction	LineageEffect.e_u603_fan	9				
5796	ShotAction	LineageEffect.e_u603_ta_a	9				
5797	CastingAction	LineageEffect.m_u809_ca_air	9			0.14	
5797	CastingAction	LineageEffect.m_u809_ca_air	9		0.9	0.18	
5797	CastingAction	LineageEffect.el_flame_strike_pr	7	Bone01		0.12	
5797	CastingAction	LineageEffect.m_u809_ca_air	9		1.8	0.14	
5797	ShotAction	LineageEffect.el_flame_strike_fl				0.15	
5797	ShotAction	LineageEffect.el_prominence_cs	7	Bone01		0.15	
5797	ExplosionAction	LineageEffect.e_u106_ta	9				
5798	CastingAction	LineageEffect.s_u215_charge	9			0.35	
5798	CastingAction	LineageEffect.s_u215_charge	9		1	0.35	
5798	ShotAction	LineageEffect.e_u105_fl				0.2	
5798	ExplosionAction	LineageEffect.e_u106_ta	9				
5799	CastingAction	LineageEffect.e_u605_ca	9		0.3	0.52	
5799	ShotAction	LineageEffect.e_u605_ta	9				
5799	ShotAction	LineageEffect.s_u611_ta_a	9				
5800	CastingAction	LineageEffect.su_summon_a_ca	9			1.4	
5800	ShotAction	LineageEffect.s_u615_summon	9			0.12	
5801	CastingAction	LineageEffect.e_u603_ca	9			0.03	
5801	CastingAction	LineageEffect.e_u603_fan	9		2.9	0.03	
5801	ShotAction	LineageEffect.e_u603_ta_a	9				
5802	CastingAction	LineageEffect.e_u603_ca	7	bip01		0.08	
5802	CastingAction	LineageEffect.e_u603_fan	7	Bone39	2.4	0.03	
5802	ShotAction	LineageEffect.e_u603_ta_a	9				
5803	CastingAction	LineageEffect.e_u327_ca	9				
5803	ShotAction	LineageEffect.e_u327_fl	9				
5803	ExplosionAction	LineageEffect.e_u327_ta	9				
5804	CastingAction	LineageEffect.at_fatal_strike_ca	9			0.25	
5804	ShotAction	LineageEffect.e_u105_fl				0.255	
5804	ExplosionAction	LineageEffect.e_u105_ta	9				
5805	CastingAction	LineageEffect.e_u322_ca	9				
5805	ShotAction	LineageEffect.e_u322_ta	9				
5806	CastingAction	LineageEffect.e_u605_ca	9				
5806	ShotAction	LineageEffect.e_u605_fl_a					
5806	ExplosionAction	LineageEffect.e_u605_ta	9				
5807	CastingAction	LineageEffect.e_u528_ta_bigsize_b	9				
5807	ShotAction	LineageEffect.el_flame_strike_ta					
5808	CastingAction	LineageEffect.m_u809_ca_air	9			0.14	
5808	CastingAction	LineageEffect.m_u809_ca_air	9		0.9	0.18	
5808	CastingAction	LineageEffect.m_u809_ca_air	9		1.8	0.14	
5808	CastingAction	LineageEffect.el_flame_strike_pr	7	Bone01		0.12	
5808	ShotAction	LineageEffect.el_flame_strike_fl				0.15	
5808	ShotAction	LineageEffect.el_prominence_cs	7	Bone01		0.15	
5808	ExplosionAction	LineageEffect.s_u524_ta	9				
5809	CastingAction	LineageEffect.e_u327_ca_blood	9		0.3	0.2	
5809	CastingAction	LineageEffect.s_u820_summon_drake	7	Bip01 Spine		0.15	
5809	ShotAction	LineageEffect.e_u327_fl_blood				0.2	
5809	ExplosionAction	LineageEffect.e_u327_ta_blood	9			1	
5810	CastingAction	LineageEffect.e_u603_ca	7	bip01		0.04	
5810	CastingAction	LineageEffect.e_u603_fan	7	Bone39	2.4	0.03	
5810	ShotAction	LineageEffect.e_u603_ta_a	9				
5811	CastingAction	LineageEffect.at_fatal_strike_ca	9			0.25	
5811	ShotAction	LineageEffect.at_sonic_rage_fl				0.25	
5811	ExplosionAction	LineageEffect.at_sonic_rage_ta	9			0.6	
5812	CastingAction	LineageEffect.s_u503_tiat_a	9			0.4	
5812	ShotAction	LineageEffect.e_u623_air_breath	9			0.05	
5812	ShotAction	LineageEffect.e_u105_ta	9				
5812	ShotAction	LineageEffect.e_u623_air_breath	9		0.5	0.04	
5813	CastingAction	LineageEffect.e_u841_ca_sand	9				
5813	ShotAction	LineageEffect.e_u072_a	9				
5813	ExplosionAction	LineageEffect.e_u841_ta_sand	9				
5814	CastingAction	LineageEffect.e_u604_ta	9			1	
5816	CastingAction	LineageEffect.e_u609_oracle	7	Bip01 Spine			
5818	CastingAction	LineageEffect.e_u312_lighting_red	9			0.35	
5818	CastingAction	LineageEffect.s_u503_tiat_a	9			0.8	
5818	CastingAction	LineageEffect.s_u023_tiat_c	9			1.2	
5820	CastingAction	LineageEffect.e_u312_lighting_red	7	Bip01 Spine		0.3	
5820	CastingAction	LineageEffect.e_u312_lighting_red	7	Bip01 Spine	2.6	0.3	
5820	CastingAction	LineageEffect.e_u048_a	9		4.6		
5820	CastingAction	LineageEffect.e_u610_tiat_release	9		6.95		
5822	CastingAction	LineageEffect.s_u820_summon_drake	9			0.3	
5822	CastingAction	LineageEffect.s_u820_summon_drake	9		1.5	0.3	
5822	CastingAction	LineageEffect.s_u820_summon_drake	9		3	0.3	
5822	CastingAction	LineageEffect.s_u820_summon_drake	9		4.5	0.3	
5826	ShotAction	LineageEffect.s_u524_ta	9			1	
5827	CastingAction	LineageEffect.e_u312_lighting_red	9			0.25	
5827	CastingAction	LineageEffect.s_u001_ca_red	7	Bip01 head		0.55	
5827	CastingAction	LineageEffect.s_u502_ca	9			0.66	
5827	CastingAction	LineageEffect.s_u215_charge	7	Bip01 head		0.25	
5827	ShotAction	LineageEffect.e_u105_fl				0.2	
5827	ExplosionAction	LineageEffect.e_u106_ta	9				
5828	CastingAction	LineageEffect.e_u312_lighting_trail	9			0.15	
5828	CastingAction	LineageEffect.ph_hate_ca	9			0.5	
5828	ShotAction	LineageEffect.s_u820_range_ta_b	9			1	
5828	ShotAction	LineageEffect.s_u821_ta	9				
5828	ShotAction	LineageEffect.e_u315_tiat_fear	9			0.8	
5829	CastingAction	LineageEffect.e_u312_lighting_red	9			0.55	
5829	CastingAction	LineageEffect.el_flame_strike_ca	9			1	
5829	ShotAction	LineageEffect.e_u315_flare	9			0.4	
5829	ShotAction	LineageEffect.s_u524_ta	9				
5830	CastingAction	LineageEffect.e_u312_lighting_red	7	Bip01 R Hand		0.15	
5830	CastingAction	LineageEffect.s_u526_ca	9				
5830	ShotAction	LineageEffect.s_u001_slash	9			0.5	
5830	ShotAction	LineageEffect.s_u015_b	9				
5831	CastingAction	LineageEffect.e_u312_lighting_red	7	Bip01 R Hand		0.25	
5831	CastingAction	LineageEffect.s_u502_ca	9			0.5	
5831	ShotAction	LineageEffect.s_u506_ra	9			0.3	
5831	ShotAction	LineageEffect.s_u015_b	9				
5831	ShotAction	LineageEffect.s_u502_ta	9				
5837	CastingAction	LineageEffect.s_u010_a	9			0.7	
5837	CastingAction	LineageEffect.s_u831_electric	7	Bip01 L Hand	0.35	0.35	
5837	CastingAction	LineageEffect.s_u831_electric	7	Bip01 R Hand	0.85	0.35	
5837	ShotAction	LineageEffect.s_u215_peltast					
5837	ExplosionAction	LineageEffect.s_u015_b	9				
5838	CastingAction	LineageEffect.s_u526_ca	9			0.6	
5838	CastingAction	LineageEffect.e_u312_lighting_red	9			0.35	
5838	ShotAction	LineageEffect.s_u215_peltast					
5838	ShotAction	LineageEffect.s_u215_peltast					
5838	ShotAction	LineageEffect.s_u215_peltast					
5838	ShotAction	LineageEffect.s_u215_ca_b				0.8	
5838	ExplosionAction	LineageEffect.p_u004_a	9				
5839	CastingAction	LineageEffect.e_u312_lighting_red	9			0.35	
5839	CastingAction	LineageEffect.e_u312_lighting_red	7	Bip01 R Hand		0.35	
5839	CastingAction	LineageEffect.e_u606_ca_a	9				
5839	ShotAction	LineageEffect.e_u606_fan	9				
5839	ShotAction	LineageEffect.s_u524_ta	9				
5840	CastingAction	LineageEffect.e_u312_lighting_red	9			0.25	
5840	CastingAction	LineageEffect.e_u312_lighting_red	7	Bip01 R Hand		0.25	
5840	CastingAction	LineageEffect.e_u606_ca_b	9				
5840	CastingAction	LineageEffect.e_u312_lighting_trail	7	Bip01 R Hand		0.25	
5840	ShotAction	LineageEffect.e_u606_fan	9				
5840	ShotAction	LineageEffect.e_u606_fan_right	9				
5840	ShotAction	LineageEffect.e_u606_fan_left	9				
5840	ShotAction	LineageEffect.s_u524_ta	9			2	
5841	CastingAction	LineageEffect.e_u312_lighting_red	9			0.35	
5841	CastingAction	LineageEffect.e_u607_ca	9		1	0.25	
5841	ShotAction	LineageEffect.e_u607_ta	9				
5842	CastingAction	LineageEffect.e_u312_lighting_red	7	Bone62		0.15	
5842	CastingAction	LineageEffect.s_u502_ca	9			0.66	
5842	CastingAction	LineageEffect.e_u312_lighting_trail	7	Bone62		0.2	
5842	ShotAction	LineageEffect.e_u849_tiat_slash	9			0.3	
5842	ShotAction	LineageEffect.s_u015_b	9				
5842	ShotAction	LineageEffect.e_u608_tiat_ae				0.2	
5842	ShotAction	LineageEffect.e_u608_tiat_ae			0.1	0.15	
5842	ShotAction	LineageEffect.e_u608_tiat_ae			0.2	0.12	
5842	ShotAction	LineageEffect.e_u608_tiat_ae			0.3	0.1	
5843	CastingAction	LineageEffect.e_u312_lighting_red	9			0.55	
5843	CastingAction	LineageEffect.s_u503_tiat_a	9			0.8	
5843	CastingAction	LineageEffect.s_u023_tiat_c	9			1.2	
5843	ShotAction	LineageEffect.e_u315_tiat_fear	9			0.3	
5843	ShotAction	LineageEffect.s_u211_ta	9				
5843	ShotAction	LineageEffect.e_u105_tiat_ra	9			0.3	
5844	CastingAction	LineageEffect.e_u608_deco	7	Bow Bone		0.15	
5844	CastingAction	LineageEffect.e_u608_ca	9				
5844	ShotAction	LineageEffect.e_u608_ra	9			0.18	
5844	ShotAction	LineageEffect.e_u524_a	9			0.06	
5844	ShotAction	LineageEffect.e_u608_ta	1				
5844	ShotAction	LineageEffect.e_u608_ra	9		0.5		
5847	ShotAction	LineageEffect.mo_war_cry_ta	9			1	
5847	ShotAction	LineageEffect.e_u309_ta_block	9				
5851	CastingAction	LineageEffect.at_shield_stun_ta	9				
5852	CastingAction	LineageEffect.e_u600_aga_joy	9				
5852	ShotAction	LineageEffect.e_u309_ta_block	9				
5860	CastingAction	LineageEffect.e_u808_debuff	9			0.8	
5860	CastingAction	LineageEffect.e_u311_area_red	9		1		
5860	CastingAction	LineageEffect.e_u311_area_red	9		5		
5861	CastingAction	LineageEffect.e_u809_debuff	9			0.8	
5861	CastingAction	LineageEffect.e_u311_area_blue	9		1		
